order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50256401,502564,ORD502564,100685,1024,SKU-1024,Sportiva Water Bottle Classic,Sports,Sportiva,3,13585.12,15958.62,47875.86,10.00,4787.59,28.00,12064.72,55152.99,Cancelled,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-22,2026-09-22 06:28:10,2026-09-22 13:52:10
OI50256402,502564,ORD502564,100685,1141,SKU-1141,FreshCart Tea Classic,Grocery,FreshCart,2,915.94,1094.88,2189.76,10.00,218.98,28.00,551.82,2522.60,Cancelled,FC-HYD-01,WH-MUM-01,N,,0.00,INR,2026-09-22,2026-09-22 06:28:10,2026-09-22 13:52:10
OI50256403,502564,ORD502564,100685,1057,SKU-1057,Stride T-Shirt Plus,Apparel,Stride,1,1042.33,1325.91,1325.91,10.00,132.59,5.00,59.67,1252.99,Cancelled,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-09-22,2026-09-22 06:28:10,2026-09-22 13:52:10
OI50256404,502564,ORD502564,100685,1135,SKU-1135,DailyHarvest Juice Premium,Grocery,DailyHarvest,1,58.43,88.11,88.11,10.00,8.80,28.00,22.20,101.51,Cancelled,FC-HYD-01,WH-BLR-01,N,,0.00,INR,2026-09-22,2026-09-22 06:28:10,2026-09-22 13:52:10
OI50257801,502578,ORD502578,102325,1009,SKU-1009,ActiveZone Skipping Rope Classic,Sports,ActiveZone,1,10332.63,14037.59,14037.59,10.00,1403.76,0.00,0.00,12633.83,Processing,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-22,2026-09-22 03:08:34,2026-09-22 05:52:34
OI50257802,502578,ORD502578,102325,1038,SKU-1038,TrendHouse Sports Shoes Standard,Apparel,TrendHouse,2,4275.13,4859.71,9719.42,10.00,971.94,18.00,1574.55,10322.03,Processing,FC-MUM-01,WH-BLR-01,N,,0.00,INR,2026-09-22,2026-09-22 03:08:34,2026-09-22 05:52:34
OI50257803,502578,ORD502578,102325,1172,SKU-1172,ColorCraft Paper Pack Standard,Stationery,ColorCraft,2,738.25,928.01,1856.02,10.00,185.60,5.00,83.52,1753.94,Processing,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-22,2026-09-22 03:08:34,2026-09-22 05:52:34
OI50257804,502578,ORD502578,102325,1039,SKU-1039,ActiveZone Water Bottle Classic,Sports,ActiveZone,3,11248.62,14942.64,44827.92,10.00,4482.79,28.00,11296.64,51641.77,Processing,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-22,2026-09-22 03:08:34,2026-09-22 05:52:34
OI50257805,502578,ORD502578,102325,1035,SKU-1035,PureLiving Iron Lite,Home Appliances,PureLiving,4,13541.23,16654.82,66619.28,10.00,6661.93,12.00,7194.88,67152.23,Processing,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-22,2026-09-22 03:08:34,2026-09-22 05:52:34
OI50256001,502560,ORD502560,102268,1051,SKU-1051,WellLife Bandage Kit Premium,Health,WellLife,4,909.69,1322.80,5291.20,10.00,529.12,0.00,0.00,4762.08,Shipped,FC-CHE-01,WH-MUM-01,N,,0.00,INR,2026-09-22,2026-09-22 20:51:34,2026-09-22 22:35:59
