order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50246601,502466,ORD502466,102213,1135,SKU-1135,DailyHarvest Juice Premium,Grocery,DailyHarvest,3,58.43,88.11,264.33,10.00,26.43,28.00,66.61,304.51,Cancelled,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2026-09-17,2026-09-17 10:17:38,2026-09-17 17:09:38
OI50246602,502466,ORD502466,102213,1023,SKU-1023,CarePlus Lotion Lite,Personal Care,CarePlus,1,558.70,773.03,773.03,10.00,77.30,0.00,0.00,695.73,Cancelled,FC-DEL-01,WH-HYD-01,N,,0.00,INR,2026-09-17,2026-09-17 10:17:38,2026-09-17 17:09:38
OI50246603,502466,ORD502466,102213,1134,SKU-1134,HealthFirst First Aid Kit Lite,Health,HealthFirst,2,1424.46,1681.04,3362.08,10.00,336.21,12.00,363.10,3388.97,Cancelled,FC-DEL-01,WH-CHE-01,N,,0.00,INR,2026-09-17,2026-09-17 10:17:38,2026-09-17 17:09:38
OI50246604,502466,ORD502466,102213,1070,SKU-1070,EchoWave Headphones Classic,Electronics,EchoWave,2,418.43,602.85,1205.70,10.00,120.57,0.00,0.01,1085.14,Cancelled,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2026-09-17,2026-09-17 10:17:38,2026-09-17 17:09:38
OI50022301,500223,ORD500223,100433,1031,SKU-1031,WriteWell Notebook Eco,Stationery,WriteWell,2,1088.30,1438.41,2876.82,0.00,0.00,18.00,517.83,3394.65,Returned,FC-CHE-01,WH-DEL-01,Y,Wrong Item,3394.65,INR,2026-06-15,2026-06-15 08:09:09,2026-09-17 22:41:46
OI50237101,502371,ORD502371,100529,1060,SKU-1060,EchoWave Speaker Plus,Electronics,EchoWave,4,15727.53,18916.48,75665.92,20.00,15133.18,5.00,3026.64,63559.38,Returned,FC-MUM-01,WH-CHE-01,Y,Product Not as Described,63559.38,INR,2026-03-21,2026-03-21 18:14:54,2026-09-11 10:44:42
OI50237102,502371,ORD502371,100529,1005,SKU-1005,ActiveZone Yoga Mat Max,Sports,ActiveZone,1,10393.69,11931.85,11931.85,20.00,2386.37,18.00,1718.18,11263.66,Returned,FC-MUM-01,WH-DEL-01,Y,Size or Fit Issue,11263.66,INR,2026-03-21,2026-03-21 18:14:54,2026-09-11 10:44:42
OI50246701,502467,ORD502467,102103,1103,SKU-1103,NutriChoice Nuts Standard,Grocery,NutriChoice,1,716.78,928.91,928.91,20.00,185.78,5.00,37.16,780.29,Shipped,FC-BLR-01,WH-HYD-01,N,,0.00,INR,2026-09-17,2026-09-17 04:42:35,2026-09-17 11:17:35
OI50246702,502467,ORD502467,102103,1153,SKU-1153,WellLife Electrolyte Mix Pro,Health,WellLife,2,1670.85,2057.68,4115.36,20.00,823.07,18.00,592.61,3884.90,Shipped,FC-BLR-01,WH-BLR-01,N,,0.00,INR,2026-09-17,2026-09-17 04:42:35,2026-09-17 11:17:35
OI50246301,502463,ORD502463,101141,1071,SKU-1071,VitaCore Herbal Drink Pro,Health,VitaCore,3,1117.52,1276.96,3830.88,10.00,383.09,28.00,965.38,4413.17,Processing,FC-CHE-01,WH-HYD-01,N,,0.00,INR,2026-09-17,2026-09-17 02:25:38,2026-09-17 05:40:38
