order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50243301,502433,ORD502433,100866,1022,SKU-1022,Endura Yoga Mat Eco,Sports,Endura,3,10831.78,13567.41,40702.23,0.00,0.00,28.00,11396.62,52098.85,Processing,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2026-09-16,2026-09-16 15:59:10,2026-09-16 20:30:10
OI50243302,502433,ORD502433,100866,1009,SKU-1009,ActiveZone Skipping Rope Classic,Sports,ActiveZone,2,10332.63,14037.59,28075.18,0.00,0.00,0.00,0.00,28075.18,Processing,FC-DEL-01,WH-DEL-01,N,,0.00,INR,2026-09-16,2026-09-16 15:59:10,2026-09-16 20:30:10
OI50243303,502433,ORD502433,100866,1165,SKU-1165,VitaCore First Aid Kit Max,Health,VitaCore,2,1600.37,2469.08,4938.16,0.00,0.00,18.00,888.87,5827.03,Processing,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2026-09-16,2026-09-16 15:59:10,2026-09-16 20:30:10
OI50243304,502433,ORD502433,100866,1084,SKU-1084,FarmBasket Oats Classic,Grocery,FarmBasket,3,365.20,465.09,1395.27,0.00,0.00,12.00,167.44,1562.71,Processing,FC-DEL-01,WH-BLR-01,N,,0.00,INR,2026-09-16,2026-09-16 15:59:10,2026-09-16 20:30:10
OI50243001,502430,ORD502430,100015,1122,SKU-1122,WellLife Hand Sanitizer Max,Health,WellLife,1,1112.20,1772.98,1772.98,20.00,354.60,5.00,70.92,1489.30,Processing,FC-MUM-01,WH-DEL-01,N,,0.00,INR,2026-09-16,2026-09-16 03:30:28,2026-09-16 10:43:28
OI50243002,502430,ORD502430,100015,1016,SKU-1016,WellLife Herbal Drink Pro,Health,WellLife,1,557.08,832.68,832.68,20.00,166.54,28.00,186.52,852.66,Processing,FC-MUM-01,WH-HYD-01,N,,0.00,INR,2026-09-16,2026-09-16 03:30:28,2026-09-16 10:43:28
OI50243003,502430,ORD502430,100015,1141,SKU-1141,FreshCart Tea Classic,Grocery,FreshCart,2,915.94,1094.88,2189.76,20.00,437.94,28.00,490.51,2242.33,Processing,FC-MUM-01,WH-MUM-01,N,,0.00,INR,2026-09-16,2026-09-16 03:30:28,2026-09-16 10:43:28
OI50013801,500138,ORD500138,101178,1036,SKU-1036,EchoWave Speaker Classic,Electronics,EchoWave,2,10356.17,13133.89,26267.78,0.00,0.00,28.00,7354.98,33622.76,Delivered,FC-BLR-01,WH-DEL-01,N,,0.00,INR,2026-01-13,2026-01-13 14:57:47,2026-09-16 20:39:23
OI50013802,500138,ORD500138,101178,1074,SKU-1074,StudyPro Marker Eco,Stationery,StudyPro,3,176.78,226.79,680.37,0.00,0.00,28.00,190.50,870.87,Delivered,FC-BLR-01,WH-MUM-01,N,,0.00,INR,2026-01-13,2026-01-13 14:57:47,2026-09-16 20:39:23
OI50013803,500138,ORD500138,101178,1090,SKU-1090,DailyHarvest Coffee Plus,Grocery,DailyHarvest,3,807.45,980.13,2940.39,0.00,0.00,0.00,0.00,2940.39,Delivered,FC-BLR-01,WH-MUM-01,N,,0.00,INR,2026-01-13,2026-01-13 14:57:47,2026-09-16 20:39:23
OI50201701,502017,ORD502017,100773,1144,SKU-1144,FitCore Yoga Mat Plus,Sports,FitCore,1,10485.49,15288.66,15288.66,5.00,764.43,5.00,726.21,15250.44,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-04-15,2026-04-15 07:32:30,2026-09-16 09:48:48
OI50201702,502017,ORD502017,100773,1001,SKU-1001,Endura Yoga Mat Plus,Sports,Endura,4,597.30,939.27,3757.08,5.00,187.85,28.00,999.38,4568.61,Delivered,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-04-15,2026-04-15 07:32:30,2026-09-16 09:48:48
OI50201703,502017,ORD502017,100773,1104,SKU-1104,PureLeaf Face Wash Premium,Personal Care,PureLeaf,3,998.80,1303.79,3911.37,5.00,195.58,12.00,445.90,4161.69,Delivered,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-04-15,2026-04-15 07:32:30,2026-09-16 09:48:48
OI50244101,502441,ORD502441,101343,1002,SKU-1002,NutriChoice Tea Plus,Grocery,NutriChoice,4,957.28,1108.74,4434.96,0.00,0.00,0.00,0.00,4434.96,Processing,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-16,2026-09-16 07:24:07,2026-09-16 13:26:07
OI50244102,502441,ORD502441,101343,1140,SKU-1140,GoodGrain Tea Plus,Grocery,GoodGrain,2,898.45,1049.26,2098.52,0.00,0.00,18.00,377.73,2476.25,Processing,FC-HYD-01,WH-HYD-01,N,,0.00,INR,2026-09-16,2026-09-16 07:24:07,2026-09-16 13:26:07
OI50244103,502441,ORD502441,101343,1175,SKU-1175,Sportiva Yoga Mat Premium,Sports,Sportiva,3,9583.64,13526.76,40580.28,0.00,0.00,12.00,4869.63,45449.91,Processing,FC-HYD-01,WH-HYD-01,N,,0.00,INR,2026-09-16,2026-09-16 07:24:07,2026-09-16 13:26:07
OI50244104,502441,ORD502441,101343,1130,SKU-1130,PixelCore Speaker Classic,Electronics,PixelCore,2,16488.11,19822.80,39645.60,0.00,0.00,12.00,4757.48,44403.08,Processing,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-16,2026-09-16 07:24:07,2026-09-16 13:26:07
