order_item_id,order_id,order_number,customer_id,product_id,sku,product_name,category,brand,quantity,unit_cost,unit_price,gross_line_amount,discount_percent,line_discount_amount,tax_percent,line_tax_amount,net_line_amount,line_status,fulfillment_center,warehouse_id,return_flag,return_reason,refund_amount,currency,order_date,record_created_timestamp,last_updated_timestamp
OI50247601,502476,ORD502476,101544,1080,SKU-1080,FreshCart Cereal Plus,Grocery,FreshCart,4,423.18,572.03,2288.12,10.00,228.81,0.00,0.00,2059.31,Pending,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-18,2026-09-18 08:25:59,2026-09-18 14:04:59
OI50247602,502476,ORD502476,101544,1120,SKU-1120,PureLiving Mixer Max,Home Appliances,PureLiving,1,18825.44,21787.84,21787.84,10.00,2178.78,18.00,3529.63,23138.69,Pending,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-09-18,2026-09-18 08:25:59,2026-09-18 14:04:59
OI50247603,502476,ORD502476,101544,1106,SKU-1106,CottonBay Sneakers Standard,Apparel,CottonBay,3,3341.77,4752.51,14257.53,10.00,1425.76,0.00,0.00,12831.77,Pending,FC-HYD-01,WH-CHE-01,N,,0.00,INR,2026-09-18,2026-09-18 08:25:59,2026-09-18 14:04:59
OI50248301,502483,ORD502483,101231,1173,SKU-1173,PlayMax Gym Gloves Plus,Sports,PlayMax,3,1482.35,1689.58,5068.74,0.00,0.00,18.00,912.37,5981.11,Pending,FC-DEL-01,WH-MUM-01,N,,0.00,INR,2026-09-18,2026-09-18 01:24:40,2026-09-18 03:35:40
OI50031601,500316,ORD500316,101218,1079,SKU-1079,FreshCart Juice Pro,Grocery,FreshCart,2,397.99,567.65,1135.30,20.00,227.06,0.00,0.00,908.24,Returned,FC-CHE-01,WH-HYD-01,Y,Size or Fit Issue,908.24,INR,2025-09-17,2025-09-17 00:14:44,2026-09-18 21:22:20
OI50031602,500316,ORD500316,101218,1179,SKU-1179,GoodGrain Oats Max,Grocery,GoodGrain,3,584.47,868.12,2604.36,20.00,520.87,28.00,583.38,2666.87,Returned,FC-CHE-01,WH-MUM-01,Y,Product Not as Described,2666.87,INR,2025-09-17,2025-09-17 00:14:44,2026-09-18 21:22:20
OI50031603,500316,ORD500316,101218,1053,SKU-1053,FreshSense Lotion Classic,Personal Care,FreshSense,4,281.71,416.02,1664.08,20.00,332.82,12.00,159.75,1491.01,Returned,FC-CHE-01,WH-CHE-01,Y,Changed Mind,1491.01,INR,2025-09-17,2025-09-17 00:14:44,2026-09-18 21:22:20
OI50031604,500316,ORD500316,101218,1059,SKU-1059,SwiftHome Vacuum Max,Home Appliances,SwiftHome,4,20946.81,24608.87,98435.48,20.00,19687.09,5.00,3937.42,82685.81,Returned,FC-CHE-01,WH-CHE-01,Y,Size or Fit Issue,82685.81,INR,2025-09-17,2025-09-17 00:14:44,2026-09-18 21:22:20
OI50247501,502475,ORD502475,100821,1085,SKU-1085,HomePro Vacuum Eco,Home Appliances,HomePro,4,10082.84,14844.11,59376.44,20.00,11875.29,18.00,8550.21,56051.36,Processing,FC-HYD-01,WH-HYD-01,N,,0.00,INR,2026-09-18,2026-09-18 12:26:01,2026-09-18 20:16:01
OI50247502,502475,ORD502475,100821,1076,SKU-1076,TrendHouse T-Shirt Lite,Apparel,TrendHouse,3,1450.31,1762.60,5287.80,20.00,1057.56,5.00,211.51,4441.75,Processing,FC-HYD-01,WH-DEL-01,N,,0.00,INR,2026-09-18,2026-09-18 12:26:01,2026-09-18 20:16:01
