order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502498,ORD502498,100520,2026-09-19,2026-09-19 13:50:49,Website,Processing,UPI,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-MUM-01,Standard,2026-09-24,,4,9,14220.26,0.00,2032.51,0.00,16252.77,,N,,2026-09-19 19:17:49
502506,ORD502506,102005,2026-09-19,2026-09-19 20:13:49,Marketplace,Pending,Net Banking,Pending,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Same Day,2026-09-19,,5,14,50743.32,5074.33,8048.87,0.00,53717.86,LOYALTY10,Y,,2026-09-19 20:46:49
502503,ORD502503,101866,2026-09-19,2026-09-19 09:53:33,Website,Processing,Wallet,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-BLR-01,Standard,2026-09-24,,4,9,10869.29,1630.39,1279.13,0.00,10518.03,FESTIVE15,Y,,2026-09-19 10:58:33
502507,ORD502507,100671,2026-09-19,2026-09-19 19:36:08,Website,Pending,Cash on Delivery,Pending,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-HYD-01,Express,2026-09-22,,5,12,93817.69,0.00,5252.61,0.00,99070.30,,N,,2026-09-19 22:45:08
501918,ORD501918,100033,2026-03-22,2026-03-22 15:04:27,Website,Returned,Net Banking,Refunded,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-DEL-01,Standard,2026-03-27,2026-03-27,3,6,49931.21,9986.24,6863.18,0.00,46808.15,APP20,Y,,2026-09-19 10:03:22
502502,ORD502502,100270,2026-09-19,2026-09-19 02:04:40,Marketplace,Shipped,Credit Card,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Standard,2026-09-24,,5,14,59946.90,8992.03,8068.23,0.00,59023.10,FESTIVE15,Y,,2026-09-19 09:53:40
500439,ORD500439,100629,2025-07-22,2025-07-22 22:30:22,Store Assisted,Returned,Credit Card,Partially Refunded,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-MUM-01,Express,2025-07-25,2025-07-26,3,8,48520.86,2426.04,2417.54,0.00,48512.36,SAVE5,N,,2026-09-19 10:39:46
502505,ORD502505,100930,2026-09-19,2026-09-19 18:38:48,Store Assisted,Processing,Debit Card,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-BLR-01,Express,2026-09-22,,4,11,38579.57,0.00,7978.56,0.00,46558.13,,N,,2026-09-19 23:27:48
502497,ORD502497,102006,2026-09-19,2026-09-19 04:00:10,Website,Shipped,Cash on Delivery,Pending,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-DEL-01,Express,2026-09-22,,2,3,2730.22,0.00,300.66,0.00,3030.88,,N,,2026-09-19 07:36:10
502511,ORD502511,100437,2026-09-19,2026-09-19 03:32:03,Mobile App,Processing,Net Banking,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-DEL-01,Standard,2026-09-24,,3,7,90340.66,0.00,6167.97,0.00,96508.63,,N,,2026-09-19 06:01:03
502509,ORD502509,100560,2026-09-19,2026-09-19 04:02:27,Website,Cancelled,Cash on Delivery,Voided,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-BLR-01,Express,2026-09-22,,5,14,274872.95,27487.29,42352.65,0.00,289738.31,WELCOME10,N,Payment Failure,2026-09-19 06:55:27
502510,ORD502510,100421,2026-09-19,2026-09-19 08:30:56,Mobile App,Processing,Wallet,Paid,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-DEL-01,Standard,2026-09-24,,5,12,11245.10,0.00,1562.68,0.00,12807.78,,N,,2026-09-19 15:55:56
502500,ORD502500,102023,2026-09-19,2026-09-19 00:11:23,Website,Pending,Credit Card,Pending,INR,Vijayawada,Andhra Pradesh,Chennai,Tamil Nadu,600042,FC-MUM-01,Standard,2026-09-24,,1,3,5043.12,756.47,514.40,0.00,4801.05,FESTIVE15,N,,2026-09-19 08:44:23
502501,ORD502501,101343,2026-09-19,2026-09-19 20:35:19,Marketplace,Processing,UPI,Paid,INR,Bengaluru,Karnataka,Chennai,Tamil Nadu,600042,FC-CHE-01,Express,2026-09-22,,5,17,122641.05,24528.21,17907.70,0.00,116020.54,APP20,Y,,2026-09-19 23:31:19
502512,ORD502512,101655,2026-09-19,2026-09-19 01:59:21,Marketplace,Processing,Cash on Delivery,Pending,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-HYD-01,Standard,2026-09-24,,1,3,81248.01,16249.60,11699.71,0.00,76698.12,APP20,N,,2026-09-19 10:26:21
502513,ORD502513,100384,2026-09-19,2026-09-19 18:13:59,Mobile App,Cancelled,Net Banking,Refunded,INR,Pune,Maharashtra,Secunderabad,Telangana,500003,FC-BLR-01,Standard,2026-09-24,,2,7,5940.35,594.03,371.96,0.00,5718.28,WELCOME10,N,Payment Failure,2026-09-19 23:50:59
502499,ORD502499,100732,2026-09-19,2026-09-19 21:40:46,Website,Pending,Cash on Delivery,Pending,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-DEL-01,Standard,2026-09-24,,3,7,8850.46,1770.09,427.76,0.00,7508.13,APP20,N,,2026-09-19 22:28:59
