order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502476,ORD502476,101544,2026-09-18,2026-09-18 08:25:59,Store Assisted,Pending,Wallet,Pending,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-HYD-01,Standard,2026-09-23,,3,8,38333.49,3833.35,3529.63,0.00,38029.77,LOYALTY10,N,,2026-09-18 14:04:59
502483,ORD502483,101231,2026-09-18,2026-09-18 01:24:40,Mobile App,Pending,Net Banking,Pending,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-DEL-01,Standard,2026-09-23,,1,3,5068.74,0.00,912.37,0.00,5981.11,,N,,2026-09-18 03:35:40
500316,ORD500316,101218,2025-09-17,2025-09-17 00:14:44,Website,Returned,Credit Card,Refunded,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-CHE-01,Express,2025-09-20,2025-09-20,4,13,103839.22,20767.84,4680.55,0.00,87751.93,APP20,N,,2026-09-18 21:22:20
502475,ORD502475,100821,2026-09-18,2026-09-18 12:26:01,Mobile App,Processing,Credit Card,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-HYD-01,Express,2026-09-21,,5,16,156174.95,31234.99,20545.39,0.00,145485.35,APP20,Y,,2026-09-18 20:16:01
502471,ORD502471,100598,2026-09-18,2026-09-18 13:28:19,Website,Cancelled,Net Banking,Refunded,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-MUM-01,Standard,2026-09-23,,2,5,15692.99,784.65,2599.90,0.00,17508.24,SAVE5,N,Customer Request,2026-09-18 16:03:19
502480,ORD502480,102231,2026-09-18,2026-09-18 15:38:54,Marketplace,Pending,Debit Card,Pending,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-CHE-01,Standard,2026-09-23,,4,9,92666.83,13900.02,15026.36,0.00,93793.17,FESTIVE15,N,,2026-09-18 21:42:54
502494,ORD502494,100822,2026-09-18,2026-09-18 21:58:01,Mobile App,Pending,Wallet,Pending,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-MUM-01,Standard,2026-09-23,,5,12,33914.93,0.00,4741.49,0.00,38656.42,,Y,,2026-09-18 22:22:59
502493,ORD502493,100388,2026-09-18,2026-09-18 19:12:05,Website,Processing,Wallet,Paid,INR,Chennai,Tamil Nadu,Vijayawada,Andhra Pradesh,520010,FC-MUM-01,Standard,2026-09-23,,3,8,89977.16,8997.72,13831.98,0.00,94811.42,LOYALTY10,N,,2026-09-18 21:53:05
502474,ORD502474,101980,2026-09-18,2026-09-18 11:27:32,Store Assisted,Processing,Credit Card,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-BLR-01,Express,2026-09-21,,4,8,180298.32,27044.75,10753.70,0.00,164007.27,FESTIVE15,Y,,2026-09-18 15:34:32
502481,ORD502481,100839,2026-09-18,2026-09-18 12:58:38,Marketplace,Shipped,UPI,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-DEL-01,Standard,2026-09-23,,3,9,4547.70,909.54,90.29,0.00,3728.45,APP20,N,,2026-09-18 19:43:38
502472,ORD502472,100751,2026-09-18,2026-09-18 23:05:54,Mobile App,Cancelled,Net Banking,Refunded,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-DEL-01,Express,2026-09-21,,4,11,13747.38,0.00,1443.87,0.00,15191.25,,N,Customer Request,2026-09-18 23:25:59
502485,ORD502485,101750,2026-09-18,2026-09-18 15:20:14,Store Assisted,Shipped,Net Banking,Paid,INR,Chennai,Tamil Nadu,Chennai,Tamil Nadu,600042,FC-BLR-01,Standard,2026-09-23,,1,3,47765.91,4776.59,12037.01,0.00,55026.33,WELCOME10,N,,2026-09-18 18:52:14
502490,ORD502490,100872,2026-09-18,2026-09-18 22:15:24,Store Assisted,Pending,Wallet,Pending,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-DEL-01,Standard,2026-09-23,,3,8,114519.80,0.00,6498.88,0.00,121018.68,,N,,2026-09-18 22:06:59
