order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502564,ORD502564,100685,2026-09-22,2026-09-22 06:28:10,Store Assisted,Cancelled,Cash on Delivery,Failed,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-HYD-01,Express,2026-09-25,,4,7,51479.64,5147.96,12698.41,0.00,59030.09,WELCOME10,N,Duplicate Order,2026-09-22 13:52:10
502578,ORD502578,102325,2026-09-22,2026-09-22 03:08:34,Marketplace,Processing,Wallet,Paid,INR,Mumbai,Maharashtra,Mumbai,Maharashtra,400076,FC-MUM-01,Standard,2026-09-27,,5,12,137060.23,13706.02,20149.59,0.00,143503.80,WELCOME10,N,,2026-09-22 05:52:34
502560,ORD502560,102268,2026-09-22,2026-09-22 20:51:34,Marketplace,Shipped,Wallet,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-CHE-01,Standard,2026-09-27,,1,4,5291.20,529.12,0.00,0.00,4762.08,LOYALTY10,Y,,2026-09-22 22:35:59
500366,ORD500366,101413,2026-04-12,2026-04-12 19:10:07,Store Assisted,Returned,UPI,Partially Refunded,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-HYD-01,Standard,2026-04-17,2026-04-18,5,12,161809.43,16180.94,9988.90,0.00,155617.39,WELCOME10,N,,2026-09-12 12:13:50
502559,ORD502559,102031,2026-09-22,2026-09-22 00:59:27,Store Assisted,Shipped,Wallet,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-DEL-01,Express,2026-09-25,,5,11,75905.30,11385.80,4028.16,0.00,68547.66,FESTIVE15,N,,2026-09-22 04:04:27
502569,ORD502569,101487,2026-09-22,2026-09-22 18:33:24,Mobile App,Processing,Cash on Delivery,Pending,INR,Pune,Maharashtra,Pune,Maharashtra,411014,FC-DEL-01,Standard,2026-09-27,,3,11,57722.65,0.00,6388.33,0.00,64110.98,,N,,2026-09-22 23:31:59
502577,ORD502577,100820,2026-09-22,2026-09-22 03:04:34,Store Assisted,Processing,Net Banking,Paid,INR,Bengaluru,Karnataka,Mumbai,Maharashtra,400076,FC-HYD-01,Standard,2026-09-27,,4,7,84600.97,16920.19,8257.30,0.00,75938.08,APP20,N,,2026-09-22 04:59:34
502568,ORD502568,102342,2026-09-22,2026-09-22 08:39:20,Website,Shipped,Credit Card,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-DEL-01,Standard,2026-09-27,,1,3,116083.26,0.00,5804.16,0.00,121887.42,,N,,2026-09-22 08:49:20
502580,ORD502580,100975,2026-09-22,2026-09-22 01:40:14,Marketplace,Processing,Wallet,Paid,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-HYD-01,Standard,2026-09-27,,5,12,129500.76,12950.08,13998.65,0.00,130549.33,LOYALTY10,N,,2026-09-22 06:01:14
502566,ORD502566,101541,2026-09-22,2026-09-22 08:42:22,Website,Pending,Debit Card,Pending,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-HYD-01,Standard,2026-09-27,,2,3,2586.91,517.38,103.48,0.00,2173.01,APP20,N,,2026-09-22 09:56:22
502557,ORD502557,101781,2026-09-22,2026-09-22 10:23:48,Mobile App,Processing,Debit Card,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-HYD-01,Standard,2026-09-27,,2,5,7881.38,788.14,851.19,0.00,7944.43,LOYALTY10,N,,2026-09-22 16:46:48
501712,ORD501712,101096,2026-02-14,2026-02-14 00:50:19,Store Assisted,Returned,Credit Card,Partially Refunded,INR,Delhi,Delhi,Delhi,Delhi,110017,FC-HYD-01,Standard,2026-02-19,2026-02-19,4,12,75803.68,15160.74,11193.53,0.00,71836.47,APP20,N,,2026-09-22 18:26:48
502583,ORD502583,100585,2026-09-22,2026-09-22 20:48:49,Store Assisted,Shipped,Net Banking,Paid,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-BLR-01,Express,2026-09-25,,1,1,226.79,22.68,57.15,75.00,336.26,LOYALTY10,N,,2026-09-22 21:38:49
