order_id,order_number,customer_id,order_date,order_timestamp,sales_channel,order_status,payment_method,payment_status,currency,billing_city,billing_state,shipping_city,shipping_state,shipping_postal_code,fulfillment_center,shipping_method,estimated_delivery_date,actual_delivery_date,item_count,total_quantity,subtotal_amount,discount_amount,tax_amount,shipping_charge,total_order_amount,coupon_code,is_gift,cancellation_reason,last_updated_timestamp
502466,ORD502466,102213,2026-09-17,2026-09-17 10:17:38,Website,Cancelled,Cash on Delivery,Failed,INR,Vijayawada,Andhra Pradesh,Vijayawada,Andhra Pradesh,520010,FC-DEL-01,Standard,2026-09-22,,4,8,5605.14,560.51,429.72,0.00,5474.35,LOYALTY10,Y,Customer Request,2026-09-17 17:09:38
500223,ORD500223,100433,2026-06-15,2026-06-15 08:09:09,Website,Returned,Cash on Delivery,Refunded,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Standard,2026-06-20,2026-06-20,1,2,2876.82,0.00,517.83,0.00,3394.65,,N,,2026-09-17 22:41:46
502371,ORD502371,100529,2026-03-21,2026-03-21 18:14:54,Website,Returned,Debit Card,Refunded,INR,Hyderabad,Telangana,Pune,Maharashtra,411014,FC-MUM-01,Standard,2026-03-26,2026-03-28,2,5,87597.77,17519.55,4744.82,0.00,74823.04,APP20,N,,2026-09-11 10:44:42
502467,ORD502467,102103,2026-09-17,2026-09-17 04:42:35,Mobile App,Shipped,Cash on Delivery,Pending,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-BLR-01,Express,2026-09-20,,2,3,5044.27,1008.85,629.77,0.00,4665.19,APP20,N,,2026-09-17 11:17:35
502463,ORD502463,101141,2026-09-17,2026-09-17 02:25:38,Website,Processing,Credit Card,Paid,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Express,2026-09-20,,1,3,3830.88,383.09,965.38,0.00,4413.17,LOYALTY10,N,,2026-09-17 05:40:38
502459,ORD502459,101229,2026-09-17,2026-09-17 01:28:17,Website,Shipped,Wallet,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-MUM-01,Standard,2026-09-22,,4,5,5027.37,1005.47,393.77,0.00,4415.67,APP20,N,,2026-09-17 01:33:17
502462,ORD502462,100989,2026-09-17,2026-09-17 21:05:17,Website,Shipped,Debit Card,Paid,INR,Warangal,Telangana,Warangal,Telangana,506002,FC-DEL-01,Standard,2026-09-22,,4,8,11748.78,1174.88,2393.46,0.00,12967.36,LOYALTY10,N,,2026-09-17 23:27:59
502461,ORD502461,101797,2026-09-17,2026-09-17 13:53:57,Mobile App,Pending,Wallet,Pending,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-DEL-01,Standard,2026-09-22,,3,8,7462.54,1492.51,1490.46,0.00,7460.49,APP20,N,,2026-09-17 16:26:57
502465,ORD502465,100804,2026-09-17,2026-09-17 21:39:10,Mobile App,Processing,Cash on Delivery,Pending,INR,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Andhra Pradesh,530017,FC-CHE-01,Standard,2026-09-22,,3,7,57237.43,8585.61,460.96,0.00,49112.78,FESTIVE15,N,,2026-09-17 22:26:59
500853,ORD500853,100042,2026-01-05,2026-01-05 20:48:19,Marketplace,Shipped,Credit Card,Paid,INR,Bengaluru,Karnataka,Bengaluru,Karnataka,560037,FC-MUM-01,Standard,2026-01-10,,5,12,248770.54,49754.11,23672.46,0.00,222688.89,APP20,Y,,2026-09-13 12:30:37
501089,ORD501089,100286,2025-11-16,2025-11-16 20:25:44,Website,Returned,Debit Card,Partially Refunded,INR,Hyderabad,Telangana,Hyderabad,Telangana,500081,FC-CHE-01,Standard,2025-11-21,2025-11-22,4,10,12771.30,638.57,3238.87,0.00,15371.60,SAVE5,N,,2026-09-17 15:55:53
502456,ORD502456,101389,2026-09-17,2026-09-17 14:48:54,Website,Processing,Debit Card,Paid,INR,Secunderabad,Telangana,Secunderabad,Telangana,500003,FC-HYD-01,Express,2026-09-20,,1,1,830.19,0.00,149.43,60.00,1039.62,,N,,2026-09-17 18:34:54
