product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1143,SKU-1143,CarePlus Shampoo Max,Personal Care,Grooming,CarePlus,507,GlobalMart Supply,WH-DEL-01,929.85,1342.44,406,61,pack,INR,2025-01-28,2026-08-29,2025-04-05,Malaysia,Seasonal,18,15,2025-05-02 21:53:00,2026-09-19 16:50:38,WMS_SYNC
1146,SKU-1146,FreshSense Lotion Max,Personal Care,Hygiene,FreshSense,515,Orbit Supply Network,WH-MUM-01,1303.04,2012.47,168,78,bottle,INR,2025-04-04,2026-12-31,2025-04-30,India,Active,18,20,2025-05-25 06:26:00,2026-09-19 14:25:27,WMS_SYNC
1179,SKU-1179,GoodGrain Oats Max,Grocery,Snacks,GoodGrain,501,Apex Supply Co,WH-MUM-01,584.47,868.12,563,49,litre,INR,2025-02-01,2027-01-07,2025-05-25,Indonesia,Active,28,0,2025-06-02 16:38:00,2026-09-19 16:19:37,WMS_SYNC
1198,SKU-1198,PureLeaf Conditioner Pro,Personal Care,Hygiene,PureLeaf,509,Indus Wholesale,WH-DEL-01,1795.86,2432.90,110,59,piece,INR,2026-07-06,2028-05-23,2026-08-26,Indonesia,Discontinued,12,10,2026-09-17 18:04:42,2026-09-19 20:21:33,ERP_PROD
1082,SKU-1082,WellLife Nutrition Bar Standard,Health,Nutrition,WellLife,504,Delta Wholesale,WH-DEL-01,181.20,278.52,81,67,box,INR,2026-02-22,2027-12-31,2026-06-02,India,Discontinued,0,0,2026-07-05 06:35:00,2026-09-19 21:22:20,WMS_SYNC
1212,SKU-1212,Endura Football Max,Sports,Fitness,Endura,501,Apex Supply Co,WH-HYD-01,11403.54,13183.28,440,84,piece,INR,2026-05-23,,2026-08-14,South Korea,Active,18,5,2026-09-19 11:41:46,2026-09-19 13:34:46,WMS_SYNC
1213,SKU-1213,VitaCore Bandage Kit Pro,Health,Wellness,VitaCore,507,GlobalMart Supply,WH-DEL-01,2336.87,3105.52,184,46,pack,INR,2026-04-18,2028-01-26,2026-08-07,China,Active,28,0,2026-09-19 19:02:06,2026-09-19 21:07:06,SUPPLIER_PORTAL
1216,SKU-1216,ModeLine Hoodie Plus,Apparel,Kids,ModeLine,507,GlobalMart Supply,WH-CHE-01,937.22,1065.04,43,47,piece,INR,2026-06-26,,2026-08-11,Malaysia,Seasonal,5,0,2026-09-19 16:39:07,2026-09-19 18:58:07,WMS_SYNC
1214,SKU-1214,FreshCart Tea Eco,Grocery,Breakfast,FreshCart,505,Evergreen Supplies,WH-BLR-01,241.26,324.02,422,84,litre,INR,2026-08-31,2027-04-16,2026-09-05,China,Active,18,15,2026-09-19 12:19:40,2026-09-19 12:29:40,ERP_PROD
1030,SKU-1030,HealthFirst Hand Sanitizer Plus,Health,Daily Care,HealthFirst,509,Indus Wholesale,WH-DEL-01,386.75,532.56,79,47,box,INR,2025-01-24,2026-04-25,2025-05-08,Malaysia,Discontinued,5,20,2025-06-14 23:12:00,2026-09-19 18:43:13,WMS_SYNC
1215,SKU-1215,WellLife Bandage Kit Premium,Health,Daily Care,WellLife,511,Keystone Suppliers,WH-BLR-01,1245.15,1495.85,287,84,box,INR,2026-06-26,2027-06-20,2026-08-28,Japan,Active,5,20,2026-09-19 20:31:22,2026-09-19 21:18:22,WMS_SYNC
