product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1002,SKU-1002,NutriChoice Tea Plus,Grocery,Staples,NutriChoice,507,GlobalMart Supply,WH-HYD-01,957.28,1108.74,121,67,kg,INR,2026-02-09,2027-04-25,2026-05-21,India,Active,0,15,2026-05-25 06:15:00,2026-09-20 22:51:18,WMS_SYNC
1220,SKU-1220,PlayMax Football Standard,Sports,Fitness,PlayMax,503,Crestline Traders,WH-DEL-01,6782.89,8146.78,160,41,set,INR,2026-08-28,,2026-09-10,Indonesia,Active,12,0,2026-09-20 06:10:58,2026-09-20 08:13:58,WMS_SYNC
1152,SKU-1152,OfficeMate Sketch Book Classic,Stationery,Paper Products,OfficeMate,505,Evergreen Supplies,WH-CHE-01,744.83,1014.07,344,37,box,INR,2025-04-26,,2025-07-12,Thailand,Active,18,20,2025-08-26 02:46:00,2026-09-20 22:22:27,WMS_SYNC
1222,SKU-1222,ByteCraft Webcam Plus,Electronics,Mobile Accessories,ByteCraft,501,Apex Supply Co,WH-DEL-01,20409.25,27349.39,618,39,piece,INR,2026-05-09,,2026-08-10,Thailand,Seasonal,28,0,2026-09-20 10:12:38,2026-09-20 11:54:38,WMS_SYNC
1221,SKU-1221,PaperLine Marker Classic,Stationery,Office Supplies,PaperLine,502,BlueRiver Distributors,WH-HYD-01,1062.27,1658.00,190,88,piece,INR,2026-04-24,,2026-08-17,Malaysia,Active,5,15,2026-09-20 18:35:16,2026-09-20 20:17:16,WMS_SYNC
1046,SKU-1046,ByteCraft Charger Lite,Electronics,Mobile Accessories,ByteCraft,512,Lotus Distribution,WH-HYD-01,4132.50,4839.43,642,21,piece,INR,2025-05-06,,2025-05-14,Vietnam,Seasonal,18,0,2025-05-25 12:17:00,2026-09-20 16:09:48,WMS_SYNC
1161,SKU-1161,ColorCraft Paper Pack Premium,Stationery,Writing,ColorCraft,501,Apex Supply Co,WH-HYD-01,325.37,371.79,498,30,piece,INR,2026-04-30,,2026-07-07,Vietnam,Active,5,5,2026-07-15 22:05:00,2026-09-09 15:03:46,LEGACY_ERP
1223,SKU-1223,HealthFirst Herbal Drink Plus,Health,Daily Care,HealthFirst,514,Nexus Traders,WH-CHE-01,642.84,756.66,486,37,box,INR,2026-07-08,2027-02-15,2026-08-11,China,Seasonal,18,10,2026-09-20 14:45:56,2026-09-20 16:28:56,SUPPLIER_PORTAL
1197,SKU-1197,AeroCool Vacuum Plus,Home Appliances,Kitchen Appliances,AeroCool,513,MetroSource India,WH-CHE-01,32906.53,37576.53,282,78,piece,INR,2026-06-12,,2026-09-11,China,Active,5,20,2026-09-17 18:15:05,2026-09-20 14:29:02,WMS_SYNC
1217,SKU-1217,Sportiva Badminton Racket Max,Sports,Fitness,Sportiva,504,Delta Wholesale,WH-CHE-01,1915.57,2991.06,103,55,piece,INR,2026-08-20,,2026-09-09,Indonesia,Active,12,0,2026-09-20 13:40:36,2026-09-20 13:52:36,ERP_PROD
1219,SKU-1219,AeroCool Fan Pro,Home Appliances,Personal Care,AeroCool,511,Keystone Suppliers,WH-DEL-01,15535.59,19459.37,531,84,piece,INR,2026-05-27,,2026-08-12,Japan,Active,5,0,2026-09-20 16:26:51,2026-09-20 16:44:51,SUPPLIER_PORTAL
1123,SKU-1123,DailyEase Fan Premium,Home Appliances,Kitchen Appliances,DailyEase,506,Fusion Commerce,WH-MUM-01,12600.37,17069.92,23,54,piece,INR,2026-04-22,,2026-06-24,India,Active,28,5,2026-06-25 14:28:00,2026-09-20 16:29:15,SUPPLIER_PORTAL
1089,SKU-1089,GlowNest Serum Lite,Personal Care,Grooming,GlowNest,515,Orbit Supply Network,WH-DEL-01,1283.32,2060.36,341,88,pack,INR,2025-05-22,2026-08-16,2025-07-16,Vietnam,Out of Stock,5,20,2025-07-25 17:12:00,2026-09-20 17:58:39,WMS_SYNC
1171,SKU-1171,ActiveZone Dumbbell Max,Sports,Team Sports,ActiveZone,507,GlobalMart Supply,WH-BLR-01,938.07,1494.30,36,39,piece,INR,2024-12-14,,2025-02-21,Thailand,Out of Stock,12,0,2025-04-07 09:09:00,2026-09-20 20:51:55,WMS_SYNC
1013,SKU-1013,AeroCool Air Cooler Pro,Home Appliances,Cleaning Appliances,AeroCool,511,Keystone Suppliers,WH-BLR-01,34991.01,43093.55,178,78,piece,INR,2024-09-17,,2024-12-12,Indonesia,Active,12,15,2025-01-08 04:06:00,2026-09-07 16:50:39,LEGACY_ERP
1167,SKU-1167,Stride T-Shirt Classic,Apparel,Footwear,Stride,507,GlobalMart Supply,WH-CHE-01,3543.73,5157.37,262,15,pair,INR,2025-11-08,,2025-12-15,South Korea,Active,0,15,2026-01-25 06:46:00,2026-09-20 10:50:53,SUPPLIER_PORTAL
1199,SKU-1199,FreshCart Oats Max,Grocery,Snacks,FreshCart,514,Nexus Traders,WH-DEL-01,238.68,276.81,430,35,pack,INR,2026-06-29,2027-06-18,2026-08-21,South Korea,Active,0,0,2026-09-17 14:23:19,2026-09-10 09:47:28,LEGACY_ERP
1224,SKU-1224,CareMed Nutrition Bar Standard,Health,Daily Care,CareMed,504,Delta Wholesale,WH-HYD-01,126.17,154.94,332,85,bottle,INR,2026-05-24,2027-12-17,2026-08-22,China,Active,28,0,2026-09-20 17:14:00,2026-09-20 19:42:00,SUPPLIER_PORTAL
1218,SKU-1218,NovaTech Keyboard Premium,Electronics,Mobile Accessories,NovaTech,511,Keystone Suppliers,WH-DEL-01,1888.67,2717.16,561,49,piece,INR,2026-05-22,,2026-09-07,Indonesia,Active,18,20,2026-09-20 11:33:21,2026-09-20 13:07:21,SUPPLIER_PORTAL
