product_id,sku,product_name,category,sub_category,brand,supplier_id,supplier_name,warehouse_id,unit_cost,unit_price,stock_quantity,reorder_level,unit_of_measure,currency,manufactured_date,expiry_date,launch_date,country_of_origin,product_status,tax_percent,discount_percent,record_created_timestamp,last_updated_timestamp,source_system
1196,SKU-1196,UrbanThread Sandals Classic,Apparel,Footwear,UrbanThread,501,Apex Supply Co,WH-MUM-01,869.57,1211.16,304,88,piece,INR,2026-07-03,,2026-09-15,Japan,Discontinued,0,20,2026-09-17 17:55:14,2026-09-17 19:39:14,SUPPLIER_PORTAL
1200,SKU-1200,Sportiva Badminton Racket Plus,Sports,Outdoor,Sportiva,507,GlobalMart Supply,WH-CHE-01,7858.15,9246.05,598,83,piece,INR,2026-06-30,,2026-08-22,India,Seasonal,12,0,2026-09-17 08:14:58,2026-09-17 11:13:58,WMS_SYNC
1189,SKU-1189,PixelCore Charger Premium,Electronics,Mobile Accessories,PixelCore,505,Evergreen Supplies,WH-HYD-01,22013.24,26705.68,524,76,piece,INR,2026-08-03,,2026-09-08,South Korea,Out of Stock,0,5,2026-09-16 07:12:43,2026-09-17 21:02:12,SUPPLIER_PORTAL
1026,SKU-1026,PureLeaf Serum Eco,Personal Care,Grooming,PureLeaf,502,BlueRiver Distributors,WH-BLR-01,1290.79,1615.81,530,65,pack,INR,2025-06-01,2026-06-12,2025-09-24,China,Discontinued,18,0,2025-09-25 14:20:00,2026-09-17 18:06:43,ERP_PROD
1198,SKU-1198,PureLeaf Conditioner Pro,Personal Care,Hygiene,PureLeaf,509,Indus Wholesale,WH-MUM-01,1795.86,2432.90,620,59,piece,INR,2026-07-06,2028-05-23,2026-08-26,Indonesia,Active,12,10,2026-09-17 18:04:42,2026-09-17 18:32:42,ERP_PROD
1199,SKU-1199,FreshCart Oats Max,Grocery,Snacks,FreshCart,514,Nexus Traders,WH-DEL-01,238.68,276.81,473,35,pack,INR,2026-06-29,2027-06-18,2026-08-21,South Korea,Active,0,0,2026-09-17 14:23:19,2026-09-17 15:24:19,ERP_PROD
1195,SKU-1195,CottonBay Sandals Premium,Apparel,Footwear,CottonBay,502,BlueRiver Distributors,WH-BLR-01,639.18,822.70,262,55,pair,INR,2026-07-19,,2026-09-12,South Korea,Active,0,10,2026-09-17 17:01:54,2026-09-17 17:54:54,SUPPLIER_PORTAL
1148,SKU-1148,UrbanCare Soap Pro,Personal Care,Hair Care,UrbanCare,513,MetroSource India,WH-MUM-01,298.74,363.00,530,46,piece,INR,2025-01-16,2025-11-01,2025-04-14,China,Seasonal,5,5,2025-05-16 03:06:00,2026-09-17 19:05:46,WMS_SYNC
1119,SKU-1119,Sportiva Badminton Racket Pro,Sports,Team Sports,Sportiva,511,Keystone Suppliers,WH-MUM-01,9699.56,11589.94,382,37,pair,INR,2024-10-12,,2024-12-24,Japan,Active,28,15,2025-01-09 10:32:00,2026-09-17 16:25:28,SUPPLIER_PORTAL
1172,SKU-1172,ColorCraft Paper Pack Standard,Stationery,Writing,ColorCraft,503,Crestline Traders,WH-DEL-01,738.25,928.01,381,29,pack,INR,2024-12-18,,2025-02-26,China,Active,5,10,2025-03-29 07:17:00,2026-09-17 17:40:50,SUPPLIER_PORTAL
1197,SKU-1197,AeroCool Vacuum Plus,Home Appliances,Kitchen Appliances,AeroCool,501,Apex Supply Co,WH-CHE-01,32637.20,40094.85,282,78,piece,INR,2026-06-12,,2026-09-11,China,Active,5,0,2026-09-17 18:15:05,2026-09-17 19:08:05,ERP_PROD
1013,SKU-1013,AeroCool Air Cooler Pro,Home Appliances,Cleaning Appliances,AeroCool,501,Apex Supply Co,WH-HYD-01,34991.01,43093.55,218,78,piece,INR,2024-09-17,,2024-12-12,Indonesia,Active,12,0,2025-01-08 04:06:00,2026-09-11 12:45:33,LEGACY_ERP
1011,SKU-1011,FreshCart Tea Eco,Grocery,Staples,FreshCart,506,Fusion Commerce,WH-HYD-01,668.63,876.58,193,43,kg,INR,2025-02-28,2026-05-30,2025-06-21,Malaysia,Seasonal,18,5,2025-08-02 22:55:00,2026-09-10 09:27:27,LEGACY_ERP
1076,SKU-1076,TrendHouse T-Shirt Lite,Apparel,Men,TrendHouse,506,Fusion Commerce,WH-DEL-01,1533.48,1932.25,617,43,pair,INR,2025-07-22,,2025-09-16,India,Seasonal,5,25,2025-10-21 17:02:00,2026-09-17 14:44:16,SUPPLIER_PORTAL
1087,SKU-1087,SwiftHome Vacuum Classic,Home Appliances,Cleaning Appliances,SwiftHome,504,Delta Wholesale,WH-HYD-01,5182.53,6455.67,474,48,piece,INR,2026-02-12,,2026-03-14,India,Active,28,10,2026-03-27 03:03:00,2026-09-17 22:16:19,ERP_PROD
1194,SKU-1194,NutraDay Protein Mix Eco,Health,Wellness,NutraDay,513,MetroSource India,WH-MUM-01,964.56,1472.04,291,55,bottle,INR,2026-07-28,2028-05-14,2026-08-25,Vietnam,Discontinued,18,15,2026-09-17 06:22:43,2026-09-17 07:57:43,SUPPLIER_PORTAL
1160,SKU-1160,UrbanCare Shampoo Plus,Personal Care,Hygiene,UrbanCare,501,Apex Supply Co,WH-CHE-01,1564.07,2215.02,604,61,piece,INR,2025-08-02,2027-06-27,2025-08-25,Indonesia,Discontinued,28,0,2025-09-15 08:50:00,2026-09-17 20:38:56,ERP_PROD
